,Unnamed: 0,Unnamed: 0.1,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,AdoptionSpeed
2612,2612,2612,1,3,74,0,1,2,1,1,2,0,171,0,5,3.0
2613,2613,2613,1,1,74,1,1,4,1,2,0,0,171,0,2,1.0
2614,2614,2614,0,0,20,1,1,1,2,1,0,0,171,0,4,0.0
2615,2615,2615,1,48,74,0,0,1,1,1,2,17,171,0,2,0.0
2616,2616,2616,1,2,117,1,1,1,1,2,0,0,171,0,2,2.0
2617,2617,2617,0,2,21,1,3,4,1,1,0,0,171,0,4,1.0
2618,2618,2618,1,3,74,0,1,5,2,2,2,0,172,0,2,1.0
2619,2619,2619,1,2,74,0,1,4,1,2,0,0,171,0,1,2.0
2620,2620,2620,0,36,116,0,1,1,1,2,2,17,171,0,5,2.0
2621,2621,2621,1,7,74,1,0,0,1,2,2,1,171,0,0,4.0
2622,2622,2622,0,3,106,0,1,1,1,2,0,0,171,50,2,4.0
2623,2623,2623,1,60,98,1,1,5,1,1,1,1,171,0,2,2.0
2624,2624,2624,1,60,98,1,0,5,2,1,2,0,171,0,4,1.0
2625,2625,2625,0,4,21,1,6,5,2,2,0,0,171,0,4,2.0
2626,2626,2626,0,2,21,0,0,6,1,2,0,0,171,0,2,4.0
2627,2627,2627,1,12,74,1,0,5,1,1,1,1,171,0,5,1.0
2628,2628,2628,1,2,74,1,0,0,1,2,2,0,171,0,1,4.0
2629,2629,2629,1,1,74,0,1,5,1,1,0,0,171,0,1,2.0
2630,2630,2630,0,3,21,0,6,5,2,2,0,0,171,0,0,4.0
2631,2631,2631,1,24,74,1,1,4,1,1,2,17,171,0,3,2.0
2632,2632,2632,0,12,21,0,5,4,2,2,1,1,171,0,1,2.0
2633,2633,2633,1,48,12,1,2,5,1,1,2,1,171,0,2,2.0
2634,2634,2634,0,3,21,0,0,4,1,2,0,0,171,0,4,2.0
2635,2635,2635,1,2,74,0,0,0,1,2,0,0,171,20,1,3.0
2636,2636,2636,0,2,21,1,4,4,2,2,0,0,171,0,1,2.0
2637,2637,2637,1,12,74,0,1,5,1,1,2,17,171,0,2,2.0
2638,2638,2638,1,1,74,1,0,0,1,2,0,0,171,0,1,2.0
2639,2639,2639,0,3,21,0,0,6,1,2,0,0,171,0,3,2.0
2640,2640,2640,0,8,21,1,1,2,1,2,1,0,171,0,3,4.0
2641,2641,2641,0,3,20,0,0,2,2,1,0,0,171,0,2,3.0
2642,2642,2642,0,5,20,1,3,6,1,1,1,1,172,0,2,2.0
2643,2643,2643,1,38,74,0,0,4,2,1,2,17,171,80,5,4.0
2644,2644,2644,0,2,21,1,0,0,2,2,0,0,171,0,11,1.0
2645,2645,2645,1,12,62,1,6,4,1,2,0,17,171,30,1,4.0
2646,2646,2646,1,1,74,0,1,4,1,1,2,0,171,0,2,2.0
2647,2647,2647,1,2,49,0,0,4,1,2,2,17,171,0,7,3.0
2648,2648,2648,1,2,74,1,0,0,1,2,0,0,171,0,3,1.0
2649,2649,2649,0,4,2,0,3,3,2,2,0,0,171,0,2,4.0
2650,2650,2650,1,3,74,0,0,0,1,2,0,0,171,0,13,2.0
2651,2651,2651,1,1,74,0,1,5,1,1,0,0,171,0,7,2.0
2652,2652,2652,1,3,74,1,1,4,1,2,2,0,171,0,1,2.0
2653,2653,2653,1,2,74,1,0,0,1,1,2,0,171,60,3,1.0
2654,2654,2654,0,9,57,1,0,5,0,0,0,0,171,150,4,4.0
2655,2655,2655,0,6,20,1,1,5,1,1,0,0,171,0,1,1.0
2656,2656,2656,0,2,21,0,0,5,2,2,2,0,171,0,25,3.0
2657,2657,2657,1,60,79,1,0,1,1,2,2,17,171,0,3,3.0
2658,2658,2658,0,1,21,0,2,4,1,2,0,0,171,0,1,1.0
2659,2659,2659,0,1,21,0,0,3,2,2,0,0,171,0,3,1.0
2660,2660,2660,0,6,99,0,0,0,2,2,1,1,171,50,24,4.0
2661,2661,2661,0,4,116,1,0,0,1,1,0,0,171,0,5,3.0
2662,2662,2662,1,2,18,0,0,0,1,2,2,0,171,0,3,3.0
2663,2663,2663,1,2,74,0,1,5,1,2,2,1,171,50,3,1.0
2664,2664,2664,1,36,43,0,3,4,0,1,2,0,171,0,1,2.0
2665,2665,2665,1,4,50,0,1,5,0,2,2,0,171,50,2,1.0
2666,2666,2666,1,4,74,0,1,5,1,2,0,0,171,0,3,2.0
2667,2667,2667,1,4,74,0,6,5,1,2,1,1,171,100,1,4.0
2668,2668,2668,1,4,74,1,0,4,1,2,2,0,171,0,4,1.0
2669,2669,2669,0,2,99,0,4,5,2,2,0,0,171,0,4,1.0
2670,2670,2670,0,2,21,1,3,5,1,2,2,0,171,0,1,1.0
2671,2671,2671,0,4,20,1,0,5,2,1,0,0,171,50,3,4.0
2672,2672,2672,0,3,21,0,4,5,2,2,2,0,171,10,14,3.0
2673,2673,2673,1,6,56,0,1,5,2,2,2,0,171,500,3,1.0
2674,2674,2674,1,42,74,0,0,0,1,0,2,17,171,0,2,4.0
2675,2675,2675,0,3,21,1,0,5,2,2,2,17,171,0,1,3.0
2676,2676,2676,0,11,20,1,1,6,1,1,0,0,171,0,2,1.0
2677,2677,2677,0,3,19,1,4,5,1,0,2,0,171,0,4,2.0
2678,2678,2678,0,2,21,1,0,0,2,2,2,1,171,0,1,3.0
2679,2679,2679,1,24,74,0,1,5,1,1,2,17,171,0,1,3.0
2680,2680,2680,0,4,20,1,3,5,2,1,1,0,172,0,9,2.0
2681,2681,2681,1,2,74,1,1,2,1,2,2,0,171,0,4,3.0
2682,2682,2682,0,3,21,0,0,5,1,1,0,0,171,0,4,2.0
2683,2683,2683,1,6,74,0,1,5,1,1,2,0,171,0,14,3.0
2684,2684,2684,0,5,133,0,4,4,1,2,2,17,171,0,1,2.0
2685,2685,2685,1,15,74,0,1,4,1,2,0,0,171,0,4,2.0
2686,2686,2686,1,4,74,1,1,4,1,2,1,1,171,0,3,4.0
2687,2687,2687,1,2,74,1,1,4,1,1,2,1,171,0,1,2.0
2688,2688,2688,0,2,116,1,4,4,2,0,0,0,171,0,3,3.0
2689,2689,2689,1,12,73,0,0,6,1,2,2,0,171,250,3,1.0
2690,2690,2690,0,2,20,1,4,5,0,1,2,0,171,100,3,2.0
2691,2691,2691,0,4,116,0,0,3,1,2,0,0,171,0,2,1.0
2692,2692,2692,1,8,131,1,0,0,1,2,2,17,171,0,3,4.0
2693,2693,2693,0,5,20,1,6,5,1,1,2,0,171,100,4,1.0
2694,2694,2694,0,2,145,1,0,5,2,1,0,1,171,0,2,0.0
2695,2695,2695,1,24,74,1,0,0,1,1,0,0,171,100,2,4.0
2696,2696,2696,0,12,21,0,0,4,1,2,0,17,171,0,2,3.0
2697,2697,2697,0,14,21,0,6,5,1,2,2,17,171,0,7,2.0
2698,2698,2698,0,27,116,1,3,6,1,0,2,17,171,0,2,4.0
2699,2699,2699,0,1,20,1,0,5,1,1,0,0,171,0,4,4.0
2700,2700,2700,1,24,74,0,2,5,1,1,2,17,171,1,5,4.0
2701,2701,2701,0,2,21,1,4,5,1,2,0,0,171,0,4,1.0
2702,2702,2702,1,2,74,0,0,0,0,2,0,0,171,50,2,4.0
2703,2703,2703,1,2,74,1,6,4,1,2,0,0,171,20,1,3.0
2704,2704,2704,1,24,74,0,0,1,1,2,2,17,171,0,1,4.0
2705,2705,2705,0,24,21,0,2,3,2,2,1,1,171,0,2,2.0
2706,2706,2706,0,2,21,0,3,5,1,2,0,0,171,0,2,2.0
2707,2707,2707,0,2,21,0,0,0,2,2,0,0,171,1,1,4.0
2708,2708,2708,1,84,88,1,0,0,1,1,2,17,171,10,2,2.0
2709,2709,2709,0,2,21,1,4,5,1,2,0,0,171,50,6,1.0
2710,2710,2710,1,2,74,0,0,0,1,2,1,0,171,0,1,2.0
2711,2711,2711,1,6,74,0,1,6,1,1,1,0,171,0,1,4.0
2712,2712,2712,0,2,21,0,6,5,1,2,2,0,171,0,10,3.0
2713,2713,2713,1,36,69,1,5,4,2,0,2,0,171,300,2,1.0
2714,2714,2714,1,3,50,0,0,0,1,1,0,17,171,150,3,0.0
2715,2715,2715,1,3,74,1,0,0,1,1,2,0,171,0,5,1.0
2716,2716,2716,0,1,21,1,4,5,1,2,0,0,171,15,6,1.0
2717,2717,2717,1,24,74,0,1,4,1,2,0,0,171,1,2,4.0
2718,2718,2718,0,2,59,1,2,5,1,1,1,0,171,0,5,1.0
2719,2719,2719,1,3,62,1,0,4,0,2,1,0,171,0,5,0.0
2720,2720,2720,0,2,21,1,6,5,1,2,0,0,171,0,2,3.0
2721,2721,2721,0,36,21,0,0,3,1,0,2,1,171,300,2,4.0
2722,2722,2722,0,12,21,0,1,6,2,2,0,17,171,0,6,3.0
2723,2723,2723,0,29,57,0,0,0,1,0,1,1,171,0,2,2.0
2724,2724,2724,0,29,21,0,4,4,1,2,2,17,171,0,2,2.0
2725,2725,2725,1,6,74,0,0,5,1,2,1,1,172,0,1,1.0
2726,2726,2726,1,6,74,1,1,5,1,2,2,0,171,0,8,4.0
2727,2727,2727,1,17,98,1,0,0,1,0,2,0,172,350,14,3.0
2728,2728,2728,1,2,62,1,1,4,1,2,2,0,171,0,6,3.0
2729,2729,2729,1,24,74,1,3,1,1,2,2,0,171,0,3,2.0
2730,2730,2730,1,2,82,0,0,0,1,2,0,0,171,0,4,2.0
2731,2731,2731,1,24,74,0,0,4,2,2,2,17,172,0,4,4.0
2732,2732,2732,1,1,74,0,0,4,1,2,0,0,172,0,7,3.0
2733,2733,2733,1,2,74,0,0,4,1,2,0,0,171,0,4,2.0
2734,2734,2734,1,2,74,0,1,5,1,2,2,17,171,0,1,3.0
2735,2735,2735,1,5,74,0,1,4,1,2,2,0,171,0,1,4.0
2736,2736,2736,0,13,21,1,4,4,0,2,1,0,171,0,3,4.0
2737,2737,2737,0,2,21,0,0,2,1,2,0,0,171,0,4,2.0
2738,2738,2738,1,1,74,0,1,4,1,0,0,0,171,0,4,1.0
2739,2739,2739,1,2,74,0,1,4,1,1,2,0,171,0,1,1.0
2740,2740,2740,0,1,116,1,4,4,2,2,0,0,171,0,6,1.0
2741,2741,2741,1,7,91,0,0,0,1,1,2,0,171,100,2,1.0
2742,2742,2742,0,6,21,1,3,4,2,2,0,17,171,0,0,4.0
2743,2743,2743,0,9,21,1,3,5,1,2,2,17,171,0,3,3.0
2744,2744,2744,1,36,74,1,1,2,0,2,1,0,171,0,2,2.0
2745,2745,2745,0,3,21,1,4,5,1,2,1,1,171,0,8,1.0
2746,2746,2746,0,1,21,1,1,6,2,2,0,0,171,0,3,2.0
2747,2747,2747,0,1,20,0,4,5,2,1,1,0,171,20,6,2.0
2748,2748,2748,0,6,57,1,4,5,1,1,2,0,171,0,3,2.0
2749,2749,2749,1,8,74,0,1,4,1,1,2,17,171,0,3,4.0
2750,2750,2750,0,8,19,1,3,6,0,2,0,0,171,50,5,2.0
2751,2751,2751,1,1,74,0,0,0,2,2,0,0,171,0,2,2.0
2752,2752,2752,1,1,74,0,1,5,1,1,0,0,171,0,1,3.0
2753,2753,2753,1,6,4,0,1,4,2,2,0,0,171,0,2,3.0
2754,2754,2754,0,48,21,1,0,5,1,2,0,1,171,0,5,4.0
2755,2755,2755,0,2,20,1,3,5,1,1,0,0,172,0,1,3.0
2756,2756,2756,0,12,125,0,2,5,1,0,2,17,171,0,5,2.0
2757,2757,2757,0,4,21,0,3,3,2,2,2,0,171,0,4,2.0
2758,2758,2758,1,84,43,0,0,4,1,1,2,0,171,0,1,3.0
2759,2759,2759,0,6,21,0,2,5,2,2,2,17,171,0,4,3.0
2760,2760,2760,1,3,46,1,2,4,2,1,2,0,171,500,8,2.0
2761,2761,2761,0,1,21,1,3,6,1,2,0,0,171,0,3,1.0
2762,2762,2762,1,1,74,0,0,0,1,2,2,0,171,0,1,3.0
2763,2763,2763,1,8,74,0,1,4,1,2,2,17,171,0,4,4.0
2764,2764,2764,1,1,74,0,0,0,1,1,0,0,171,0,1,1.0
2765,2765,2765,0,5,20,1,4,5,1,1,2,17,171,100,11,2.0
2766,2766,2766,1,4,40,1,0,0,0,1,1,1,171,0,2,1.0
2767,2767,2767,0,2,20,0,0,2,1,1,0,0,171,0,3,2.0
2768,2768,2768,0,84,156,0,4,4,1,2,2,17,171,0,5,0.0
2769,2769,2769,1,12,74,1,0,4,1,2,2,17,171,0,2,3.0
2770,2770,2770,1,3,74,0,0,5,1,2,2,0,171,0,1,2.0
2771,2771,2771,1,48,50,0,4,5,0,0,1,0,172,0,3,1.0
2772,2772,2772,0,4,57,1,1,1,2,0,2,0,171,250,4,3.0
2773,2773,2773,0,6,127,0,0,5,1,2,2,0,171,0,7,4.0
2774,2774,2774,0,12,19,1,0,3,0,0,2,17,171,0,2,3.0
2775,2775,2775,1,7,74,0,1,4,2,2,0,0,171,0,1,4.0
2776,2776,2776,0,4,116,0,6,5,1,2,2,1,171,0,2,3.0
2777,2777,2777,1,60,98,1,2,5,2,1,2,17,171,100,11,3.0
2778,2778,2778,1,9,74,0,1,4,1,2,2,17,171,0,9,4.0
2779,2779,2779,1,4,74,0,0,0,1,2,2,0,171,0,1,1.0
2780,2780,2780,0,12,21,0,0,5,1,2,2,0,171,180,2,4.0
2781,2781,2781,0,2,57,0,0,6,1,1,0,0,171,50,4,1.0
2782,2782,2782,0,4,21,1,0,5,2,2,0,0,171,0,7,1.0
2783,2783,2783,0,5,20,0,0,3,1,1,2,17,171,0,2,2.0
2784,2784,2784,0,12,21,1,1,1,1,2,2,17,171,0,2,3.0
2785,2785,2785,1,12,74,0,1,1,2,2,1,1,172,0,2,4.0
2786,2786,2786,0,6,2,1,0,5,1,2,2,17,171,0,6,2.0
2787,2787,2787,0,3,21,1,6,5,2,2,0,0,171,0,5,3.0
2788,2788,2788,1,12,117,1,1,1,1,2,2,17,171,0,4,3.0
2789,2789,2789,1,17,35,0,0,0,1,1,2,1,171,100,1,4.0
2790,2790,2790,0,1,21,1,3,5,2,2,0,0,171,0,4,1.0
2791,2791,2791,0,5,21,1,0,5,1,1,2,0,171,0,4,3.0
2792,2792,2792,1,8,74,0,0,0,1,0,2,17,171,0,7,2.0
2793,2793,2793,1,6,74,1,1,5,1,2,2,0,171,0,3,4.0
2794,2794,2794,0,2,21,0,1,1,1,2,0,0,171,0,4,2.0
2795,2795,2795,1,108,43,1,3,4,0,1,2,1,171,0,1,1.0
2796,2796,2796,1,48,50,1,4,5,0,0,1,1,172,100,1,1.0
2797,2797,2797,1,60,7,0,2,4,1,0,2,0,172,0,4,3.0
2798,2798,2798,0,12,20,1,1,4,1,1,0,17,171,0,3,4.0
2799,2799,2799,1,1,74,0,0,0,1,2,1,0,171,0,4,2.0
2800,2800,2800,0,1,15,0,0,6,2,2,0,0,171,0,1,4.0
2801,2801,2801,1,72,74,0,0,0,1,2,2,17,171,0,4,4.0
2802,2802,2802,0,6,99,1,1,5,1,2,2,17,171,0,2,4.0
2803,2803,2803,0,2,3,0,1,4,2,2,0,0,171,0,5,3.0
2804,2804,2804,1,5,74,0,1,4,1,2,2,17,171,0,2,4.0
2805,2805,2805,1,7,74,0,0,4,1,1,2,17,171,0,2,4.0
2806,2806,2806,1,1,74,1,1,4,2,1,0,17,171,0,2,4.0
2807,2807,2807,1,6,74,0,1,4,1,2,0,0,171,0,6,3.0
2808,2808,2808,1,2,74,1,0,4,1,1,0,0,171,0,5,2.0
2809,2809,2809,1,84,74,0,0,0,1,1,2,17,171,0,2,4.0
2810,2810,2810,1,4,131,1,0,0,1,2,2,0,171,600,1,3.0
2811,2811,2811,0,4,21,1,0,0,2,2,1,1,171,0,3,4.0
2812,2812,2812,0,12,57,1,5,4,1,2,2,1,171,0,0,4.0
2813,2813,2813,1,2,143,1,1,4,1,2,1,0,171,0,3,3.0
2814,2814,2814,1,3,74,0,0,0,1,2,1,0,171,0,7,2.0
2815,2815,2815,0,5,145,1,0,0,2,2,2,17,171,0,5,3.0
2816,2816,2816,0,3,20,1,6,4,2,1,1,1,171,0,5,2.0
2817,2817,2817,1,1,74,0,0,0,1,2,2,0,171,0,5,3.0
2818,2818,2818,1,2,74,1,0,0,1,1,2,0,171,0,1,1.0
2819,2819,2819,0,2,116,1,1,2,1,2,0,0,171,0,5,0.0
2820,2820,2820,1,2,74,0,1,4,1,1,0,0,171,0,2,4.0
2821,2821,2821,1,3,74,0,1,5,1,1,0,0,171,0,1,4.0
2822,2822,2822,0,26,57,0,1,1,1,1,0,0,171,0,2,3.0
2823,2823,2823,0,18,21,0,4,4,1,2,2,17,171,0,2,4.0
2824,2824,2824,0,3,20,0,4,5,2,1,0,0,171,0,12,2.0
2825,2825,2825,1,1,74,1,0,0,1,1,0,0,171,0,1,2.0
2826,2826,2826,1,1,74,1,1,1,1,2,0,0,171,0,5,1.0
2827,2827,2827,1,3,74,0,5,4,1,2,0,0,171,0,1,3.0
2828,2828,2828,0,12,21,0,4,4,1,2,2,17,171,0,5,4.0
2829,2829,2829,0,24,21,0,0,0,1,2,0,17,171,0,4,4.0
2830,2830,2830,0,48,21,0,0,0,1,2,2,17,171,0,9,2.0
2831,2831,2831,1,5,74,0,1,5,0,2,2,17,171,50,6,4.0
2832,2832,2832,0,2,21,1,4,5,2,2,0,0,171,0,1,2.0
2833,2833,2833,0,69,57,1,0,0,0,0,2,17,171,200,3,3.0
2834,2834,2834,1,7,18,0,0,0,0,2,1,17,171,0,9,3.0
2835,2835,2835,0,2,123,0,0,2,2,2,0,0,171,0,1,1.0
2836,2836,2836,1,48,103,0,4,4,2,1,2,17,171,0,3,2.0
2837,2837,2837,1,2,74,1,6,4,1,2,0,0,171,0,2,2.0
2838,2838,2838,0,2,19,0,1,3,1,0,0,0,171,0,13,3.0
2839,2839,2839,1,24,103,0,0,3,2,2,1,1,171,0,3,3.0
2840,2840,2840,0,4,20,1,1,1,2,1,0,0,171,0,2,2.0
2841,2841,2841,0,12,21,1,1,4,1,1,2,17,171,100,4,2.0
2842,2842,2842,0,6,21,1,5,4,2,1,2,17,171,0,3,4.0
2843,2843,2843,0,36,21,0,0,6,1,2,2,17,171,0,4,4.0
2844,2844,2844,1,1,74,0,1,5,1,2,0,0,171,0,1,1.0
2845,2845,2845,0,7,99,1,0,5,1,1,2,0,171,0,2,0.0
2846,2846,2846,1,36,40,1,0,2,0,1,1,1,171,0,1,1.0
2847,2847,2847,0,36,21,1,5,4,0,1,2,17,171,0,0,4.0
2848,2848,2848,0,55,20,0,1,3,0,1,2,17,171,150,5,4.0
2849,2849,2849,1,2,74,1,0,0,1,1,0,0,171,20,1,1.0
2850,2850,2850,1,72,98,1,1,1,2,1,2,17,171,0,4,2.0
2851,2851,2851,0,2,19,1,4,5,2,1,0,0,171,0,7,2.0
2852,2852,2852,1,3,74,0,1,4,1,2,0,0,171,0,1,4.0
2853,2853,2853,0,5,21,0,1,4,2,2,1,1,171,0,4,4.0
2854,2854,2854,1,72,98,0,0,5,2,0,2,17,171,0,9,3.0
2855,2855,2855,1,2,143,1,0,0,0,2,2,0,171,0,5,3.0
2856,2856,2856,0,5,159,0,0,1,2,2,2,17,171,0,3,2.0
2857,2857,2857,1,2,74,1,0,0,0,2,2,0,171,0,5,2.0
2858,2858,2858,0,1,116,1,0,5,1,2,0,0,171,0,3,3.0
2859,2859,2859,1,2,74,1,0,4,1,1,2,1,171,0,1,4.0
2860,2860,2860,1,7,74,1,1,5,1,2,2,17,171,0,24,4.0
2861,2861,2861,0,2,21,1,6,4,2,2,0,0,171,0,1,1.0
2862,2862,2862,1,4,74,0,1,4,1,2,2,0,171,0,5,3.0
2863,2863,2863,1,2,74,1,2,4,1,1,2,0,171,0,1,2.0
2864,2864,2864,0,7,21,0,3,4,1,2,2,17,171,30,2,2.0
2865,2865,2865,1,3,74,0,1,5,1,2,0,0,171,0,1,4.0
2866,2866,2866,1,2,74,0,5,4,1,1,0,0,171,0,4,1.0
2867,2867,2867,1,2,74,1,0,0,1,2,1,0,171,0,1,1.0
2868,2868,2868,1,1,74,0,0,0,1,1,2,0,171,0,7,3.0
2869,2869,2869,0,5,19,0,6,4,0,0,0,0,171,0,5,0.0
2870,2870,2870,1,3,74,0,0,0,1,1,2,0,171,0,1,3.0
2871,2871,2871,0,14,20,1,4,4,0,1,2,17,171,200,5,3.0
2872,2872,2872,0,10,21,1,0,5,1,2,2,17,171,0,16,3.0
2873,2873,2873,0,10,15,1,0,3,1,2,2,0,171,70,2,3.0
2874,2874,2874,0,12,127,1,0,5,1,1,2,0,171,0,3,4.0
2875,2875,2875,0,6,21,0,0,0,1,2,0,0,171,0,2,4.0
2876,2876,2876,0,2,21,0,0,0,2,2,0,0,171,0,1,3.0
2877,2877,2877,1,24,74,0,5,4,0,1,2,0,171,0,5,4.0
2878,2878,2878,1,8,74,0,0,4,1,2,2,17,171,0,2,4.0
2879,2879,2879,0,24,21,1,3,6,2,2,1,0,172,150,2,4.0
2880,2880,2880,1,24,74,1,3,4,1,1,2,0,171,0,8,4.0
2881,2881,2881,1,2,74,0,0,4,1,2,0,0,172,0,1,3.0
2882,2882,2882,0,3,21,0,0,3,1,2,0,0,171,0,3,1.0
2883,2883,2883,0,3,116,0,1,5,1,2,1,1,171,0,3,2.0
2884,2884,2884,1,4,74,0,1,4,1,2,2,0,171,0,1,3.0
2885,2885,2885,0,2,21,1,0,5,2,2,0,0,171,0,1,3.0
2886,2886,2886,1,12,74,0,0,0,1,2,2,17,171,0,3,4.0
2887,2887,2887,1,2,74,0,1,4,1,1,0,0,171,0,1,1.0
2888,2888,2888,0,11,21,1,6,4,1,2,2,17,171,50,2,2.0
2889,2889,2889,1,2,74,0,5,4,1,1,2,0,171,0,1,2.0
2890,2890,2890,0,3,21,0,3,5,1,2,0,0,171,10,2,4.0
2891,2891,2891,0,1,20,1,3,6,0,1,0,0,171,0,4,1.0
2892,2892,2892,0,24,21,1,6,4,1,2,0,0,172,0,2,4.0
2893,2893,2893,1,7,74,1,0,4,1,1,0,0,171,0,1,3.0
2894,2894,2894,0,8,21,0,0,2,1,2,0,0,171,0,5,2.0
2895,2895,2895,1,9,84,0,1,5,1,1,2,0,171,0,3,4.0
2896,2896,2896,0,2,21,0,0,0,1,1,0,0,171,0,13,2.0
2897,2897,2897,1,12,74,0,1,4,2,1,2,0,171,0,5,3.0
2898,2898,2898,0,12,21,0,2,3,2,2,2,17,171,0,1,1.0
2899,2899,2899,1,2,74,0,0,3,1,1,2,0,171,0,5,1.0
2900,2900,2900,1,12,74,1,0,4,1,0,2,17,171,0,4,4.0
2901,2901,2901,0,3,21,0,0,0,1,2,2,17,171,0,5,3.0
2902,2902,2902,0,8,19,0,1,5,1,0,0,0,171,0,2,1.0
2903,2903,2903,0,12,20,0,0,0,1,1,1,1,171,0,1,4.0
2904,2904,2904,1,1,74,1,0,1,1,2,0,0,171,0,1,1.0
2905,2905,2905,0,3,21,1,0,3,1,2,2,0,171,1,4,4.0
2906,2906,2906,1,2,74,1,0,5,1,2,2,0,171,0,1,2.0
2907,2907,2907,1,2,148,1,0,0,1,2,0,0,171,0,4,2.0
2908,2908,2908,0,3,21,1,2,4,1,2,0,0,171,0,12,2.0
2909,2909,2909,0,6,116,0,4,4,2,2,0,0,171,0,6,4.0
2910,2910,2910,1,2,74,0,1,5,1,1,1,1,171,0,1,3.0
2911,2911,2911,0,3,21,1,0,5,1,2,2,0,171,0,2,3.0
2912,2912,2912,0,2,20,0,4,5,1,1,2,0,171,0,1,2.0
2913,2913,2913,0,4,21,1,4,5,2,2,0,0,171,0,4,3.0
2914,2914,2914,0,5,20,1,3,6,1,1,2,0,171,0,2,3.0
2915,2915,2915,1,18,74,1,0,0,1,2,0,17,171,0,1,2.0
2916,2916,2916,0,4,19,0,0,0,1,0,2,0,171,0,5,2.0
2917,2917,2917,0,2,21,0,0,5,1,1,2,0,171,0,1,2.0
2918,2918,2918,1,2,74,0,2,4,1,1,0,0,171,0,5,2.0
2919,2919,2919,0,1,149,0,0,0,2,2,0,0,171,0,2,4.0
2920,2920,2920,0,2,20,1,0,3,2,1,0,0,172,0,3,0.0
2921,2921,2921,1,1,74,0,2,4,1,1,2,0,171,0,9,3.0
2922,2922,2922,1,1,74,0,0,0,1,2,0,0,171,0,4,3.0
2923,2923,2923,0,24,101,1,6,1,0,1,2,17,171,0,5,4.0
2924,2924,2924,0,6,21,1,6,5,1,2,0,0,171,0,2,1.0
2925,2925,2925,0,1,19,1,0,5,2,0,0,0,171,0,4,2.0
2926,2926,2926,1,2,119,0,1,5,1,1,0,0,171,0,8,3.0
2927,2927,2927,1,1,74,0,0,5,1,2,2,0,171,0,6,3.0
2928,2928,2928,0,3,21,1,6,5,0,1,2,0,171,0,1,1.0
2929,2929,2929,1,48,74,0,0,0,1,1,1,1,172,0,5,3.0
2930,2930,2930,0,5,19,0,1,4,1,0,2,1,171,100,3,1.0
2931,2931,2931,1,24,131,0,0,5,1,2,2,17,171,0,3,3.0
2932,2932,2932,1,4,43,1,2,5,0,1,2,0,171,0,3,2.0
2933,2933,2933,0,3,21,1,3,1,1,2,0,0,171,0,5,1.0
2934,2934,2934,1,2,74,0,0,0,1,1,0,0,171,0,1,4.0
2935,2935,2935,1,72,43,0,3,4,0,0,0,1,172,0,2,3.0
2936,2936,2936,1,6,74,1,1,5,1,2,2,1,171,0,1,2.0
2937,2937,2937,1,10,74,0,1,4,1,2,2,17,171,0,5,3.0
2938,2938,2938,1,9,14,0,0,5,0,2,1,17,171,0,8,1.0
2939,2939,2939,0,1,20,1,6,5,1,1,0,0,171,0,5,1.0
2940,2940,2940,0,5,21,0,0,5,1,2,2,0,171,0,2,1.0
2941,2941,2941,1,2,74,1,0,0,1,2,0,0,171,80,3,4.0
2942,2942,2942,0,2,21,1,1,5,1,2,0,0,171,0,5,4.0
2943,2943,2943,0,12,21,0,1,1,1,2,0,0,171,0,1,4.0
2944,2944,2944,1,37,14,1,0,5,1,2,2,0,171,200,2,1.0
2945,2945,2945,1,3,74,0,0,0,1,2,2,0,171,0,8,1.0
2946,2946,2946,0,1,21,0,0,4,2,2,0,0,171,0,1,2.0
2947,2947,2947,1,2,74,0,5,4,2,2,0,0,171,0,1,3.0
2948,2948,2948,1,1,74,1,1,4,1,2,0,0,171,0,3,2.0
2949,2949,2949,0,2,81,0,2,5,1,0,2,0,171,250,11,2.0
2950,2950,2950,0,3,21,0,0,0,1,2,2,1,171,0,4,1.0
2951,2951,2951,0,10,20,0,0,0,1,1,0,0,171,0,1,1.0
2952,2952,2952,0,15,21,0,0,0,0,2,1,1,171,0,5,1.0
2953,2953,2953,1,2,74,0,2,4,1,2,0,0,171,0,5,1.0
2954,2954,2954,0,3,21,1,3,4,1,2,2,0,171,30,5,1.0
2955,2955,2955,0,3,21,1,3,4,1,2,2,0,171,0,2,3.0
2956,2956,2956,1,1,74,0,1,5,1,2,0,0,171,0,10,2.0
2957,2957,2957,1,4,74,1,2,5,1,2,2,0,171,299,15,4.0
2958,2958,2958,0,3,116,1,0,3,1,2,2,0,171,0,4,3.0
2959,2959,2959,1,1,74,1,2,4,1,1,1,0,171,0,2,3.0
2960,2960,2960,1,4,74,0,1,2,1,2,2,0,171,150,1,4.0
2961,2961,2961,0,3,21,1,4,5,1,2,0,0,171,0,9,3.0
2962,2962,2962,1,3,74,0,0,0,1,1,0,0,171,0,4,1.0
2963,2963,2963,1,2,74,0,0,0,1,1,0,0,171,20,1,3.0
2964,2964,2964,0,3,20,0,0,0,1,1,2,0,171,0,0,1.0
2965,2965,2965,0,6,19,0,2,3,1,0,2,17,171,0,7,2.0
2966,2966,2966,1,12,74,0,0,5,1,2,2,17,171,0,7,1.0
2967,2967,2967,1,2,74,0,0,6,1,2,2,0,171,0,4,2.0
